Time (s),Raw Conductance (uS),Filtered Conductance (uS),Tonic Baseline (uS),Phasic Response (uS),IsPeak,PeakAmplitude,PeakLabel,Latitude,Longitude
89.311,8.3735,8.3735,7.9769,0.3966,0,,"",,
89.411,8.3289,8.3289,7.9822,0.3467,0,,"",,
89.511,8.2914,8.2914,7.9874,0.3040,0,,"",,
89.611,8.2575,8.2575,7.9925,0.2650,0,,"",,
89.711,8.2291,8.2291,7.9976,0.2315,0,,"",,
89.812,8.2066,8.2066,8.0025,0.2041,0,,"",,
89.912,8.1892,8.1892,8.0073,0.1819,0,,"",,
90.012,8.1737,8.1737,8.0121,0.1616,0,,"",,
90.112,8.1649,8.1649,8.0167,0.1482,0,,"",,
90.212,8.1721,8.1721,8.0213,0.1508,0,,"",,
90.312,8.1870,8.1870,8.0257,0.1613,0,,"",,
90.412,8.2059,8.2059,8.0300,0.1759,0,,"",,
90.512,8.2258,8.2258,8.0343,0.1915,0,,"",,
90.613,8.2432,8.2432,8.0384,0.2048,0,,"",,
90.713,8.2529,8.2529,8.0424,0.2105,0,,"",,
90.813,8.2520,8.2520,8.0463,0.2057,0,,"",,
90.913,8.2485,8.2485,8.0501,0.1984,0,,"",,
91.013,8.2453,8.2453,8.0538,0.1915,0,,"",,
91.113,8.2355,8.2355,8.0574,0.1781,0,,"",,
91.213,8.2225,8.2225,8.0609,0.1616,0,,"",,
91.313,8.2094,8.2094,8.0643,0.1451,0,,"",,
91.414,8.1943,8.1943,8.0675,0.1268,0,,"",,
91.514,8.1707,8.1707,8.0707,0.1000,0,,"",,
91.614,8.1421,8.1421,8.0739,0.0682,0,,"",,
91.714,8.1194,8.1194,8.0771,0.0423,0,,"",,
91.814,8.1015,8.1015,8.0803,0.0212,0,,"",,
91.914,8.0885,8.0885,8.0835,0.0050,0,,"",,
92.014,8.0868,8.0868,8.0868,0.0000,0,,"",,
92.114,8.0971,8.0971,8.0901,0.0070,0,,"",,
92.215,8.1175,8.1175,8.0934,0.0241,0,,"",,
92.315,8.1448,8.1448,8.0968,0.0480,0,,"",,
92.415,8.1851,8.1851,8.1002,0.0849,0,,"",,
92.515,8.2442,8.2442,8.1036,0.1406,0,,"",,
92.615,8.3124,8.3124,8.1070,0.2054,0,,"",,
92.715,8.3834,8.3834,8.1105,0.2729,0,,"",,
92.815,8.4545,8.4545,8.1139,0.3406,0,,"",,
92.915,8.5213,8.5213,8.1175,0.4038,0,,"",,
93.016,8.5650,8.5650,8.1210,0.4440,0,,"",,
93.116,8.5936,8.5936,8.1245,0.4691,0,,"",,
93.216,8.6231,8.6231,8.1281,0.4950,0,,"",,
93.316,8.6582,8.6582,8.1317,0.5265,0,,"",,
93.416,8.6919,8.6919,8.1354,0.5565,0,,"",,
93.516,8.7247,8.7247,8.1390,0.5857,0,,"",,
93.616,8.7545,8.7545,8.1426,0.6119,0,,"",,
93.716,8.7769,8.7769,8.1463,0.6306,0,,"",,
93.817,8.7842,8.7842,8.1499,0.6343,1,0.6343,"",,
93.917,8.7822,8.7822,8.1535,0.6287,0,,"",,
94.017,8.7841,8.7841,8.1571,0.6270,0,,"",,
94.117,8.7867,8.7867,8.1606,0.6261,0,,"",,
94.217,8.7876,8.7876,8.1641,0.6235,0,,"",,
94.317,8.7870,8.7870,8.1675,0.6195,0,,"",,
94.417,8.7800,8.7800,8.1709,0.6091,0,,"",,
94.517,8.7646,8.7646,8.1742,0.5904,0,,"",,
94.618,8.7422,8.7422,8.1774,0.5648,0,,"",,
94.718,8.7199,8.7199,8.1805,0.5394,0,,"",,
94.818,8.7067,8.7067,8.1835,0.5232,0,,"",,
94.918,8.7029,8.7029,8.1865,0.5164,0,,"",,
95.018,8.7135,8.7135,8.1894,0.5241,0,,"",,
95.118,8.7432,8.7432,8.1922,0.5510,0,,"",,
95.218,8.7892,8.7892,8.1950,0.5942,0,,"",,
95.318,8.8427,8.8427,8.1977,0.6450,0,,"",,
95.419,8.8915,8.8915,8.2003,0.6912,0,,"",,
95.519,8.9392,8.9392,8.2028,0.7364,0,,"",,
95.619,8.9845,8.9845,8.2052,0.7793,0,,"",,
95.719,9.0194,9.0194,8.2076,0.8118,0,,"",,
95.819,9.0441,9.0441,8.2098,0.8343,0,,"",,
95.919,9.0592,9.0592,8.2120,0.8472,1,0.3308,"",,
96.019,9.0613,9.0613,8.2142,0.8471,0,,"",,
96.119,9.0469,9.0469,8.2162,0.8307,0,,"",,
96.220,9.0252,9.0252,8.2181,0.8071,0,,"",,
96.320,9.0049,9.0049,8.2200,0.7849,0,,"",,
96.420,8.9831,8.9831,8.2218,0.7613,0,,"",,
96.520,8.9613,8.9613,8.2235,0.7378,0,,"",,
96.620,8.9417,8.9417,8.2251,0.7166,0,,"",,
96.720,8.9230,8.9230,8.2266,0.6964,0,,"",,
96.820,8.8994,8.8994,8.2280,0.6714,0,,"",,
96.920,8.8685,8.8685,8.2294,0.6391,0,,"",,
97.021,8.8430,8.8430,8.2306,0.6124,0,,"",,
97.121,8.8207,8.8207,8.2318,0.5889,0,,"",,
97.221,8.7997,8.7997,8.2329,0.5668,0,,"",,
97.321,8.7804,8.7804,8.2338,0.5466,0,,"",,
97.421,8.7621,8.7621,8.2347,0.5274,0,,"",,
97.521,8.7415,8.7415,8.2355,0.5060,0,,"",,
97.621,8.7146,8.7146,8.2362,0.4784,0,,"",,
97.721,8.6869,8.6869,8.2369,0.4500,0,,"",,
97.822,8.6636,8.6636,8.2375,0.4261,0,,"",,
97.922,8.6414,8.6414,8.2381,0.4033,0,,"",,
98.022,8.6220,8.6220,8.2386,0.3834,0,,"",,
98.122,8.6034,8.6034,8.2392,0.3642,0,,"",,
98.222,8.5853,8.5853,8.2398,0.3455,0,,"",,
98.322,8.5612,8.5612,8.2405,0.3207,0,,"",,
98.422,8.5325,8.5325,8.2412,0.2913,0,,"",,
98.522,8.5084,8.5084,8.2421,0.2663,0,,"",,
98.623,8.4892,8.4892,8.2430,0.2462,0,,"",,
98.723,8.4746,8.4746,8.2440,0.2306,0,,"",,
98.823,8.4665,8.4665,8.2451,0.2214,0,,"",,
98.923,8.4659,8.4659,8.2463,0.2196,0,,"",,
99.023,8.4742,8.4742,8.2476,0.2266,0,,"",,
99.123,8.4928,8.4928,8.2489,0.2439,0,,"",,
99.223,8.5246,8.5246,8.2504,0.2742,0,,"",,
99.323,8.5776,8.5776,8.2520,0.3256,0,,"",,
99.424,8.6484,8.6484,8.2537,0.3947,0,,"",,
99.524,8.7218,8.7218,8.2554,0.4664,0,,"",,
99.624,8.7945,8.7945,8.2573,0.5372,0,,"",,
99.724,8.8571,8.8571,8.2592,0.5979,0,,"",,
99.824,8.9059,8.9059,8.2612,0.6447,0,,"",,
99.924,8.9361,8.9361,8.2633,0.6728,0,,"",,
100.024,8.9519,8.9519,8.2654,0.6865,0,,"",,
100.124,8.9643,8.9643,8.2675,0.6968,0,,"",,
100.225,8.9674,8.9674,8.2697,0.6977,1,0.4781,"",,
100.325,8.9620,8.9620,8.2719,0.6901,0,,"",,
100.425,8.9508,8.9508,8.2741,0.6767,0,,"",,
100.525,8.9343,8.9343,8.2764,0.6579,0,,"",,
100.625,8.9083,8.9083,8.2787,0.6296,0,,"",,
100.725,8.8706,8.8706,8.2810,0.5896,0,,"",,
100.825,8.8341,8.8341,8.2834,0.5507,0,,"",,
100.925,8.8033,8.8033,8.2858,0.5175,0,,"",,
101.025,8.7796,8.7796,8.2882,0.4914,0,,"",,
101.126,8.7614,8.7614,8.2907,0.4707,0,,"",,
101.226,8.7454,8.7454,8.2932,0.4522,0,,"",,
101.326,8.7310,8.7310,8.2957,0.4353,0,,"",,
101.426,8.7121,8.7121,8.2983,0.4138,0,,"",,
101.526,8.6886,8.6886,8.3009,0.3877,0,,"",,
101.626,8.6713,8.6713,8.3035,0.3678,0,,"",,
101.726,8.6600,8.6600,8.3062,0.3538,0,,"",,
101.826,8.6526,8.6526,8.3089,0.3437,0,,"",,
101.927,8.6512,8.6512,8.3116,0.3396,0,,"",,
102.027,8.6549,8.6549,8.3143,0.3406,0,,"",,
102.127,8.6594,8.6594,8.3170,0.3424,0,,"",,
102.227,8.6556,8.6556,8.3197,0.3359,0,,"",,
102.327,8.6481,8.6481,8.3223,0.3258,0,,"",,
102.427,8.6441,8.6441,8.3250,0.3191,0,,"",,
102.527,8.6387,8.6387,8.3276,0.3111,0,,"",,
102.627,8.6296,8.6296,8.3301,0.2995,0,,"",,
102.728,8.6200,8.6200,8.3326,0.2874,0,,"",,
102.828,8.6106,8.6106,8.3351,0.2755,0,,"",,
102.928,8.5972,8.5972,8.3375,0.2597,0,,"",,
103.028,8.5817,8.5817,8.3398,0.2419,0,,"",,
103.128,8.5687,8.5687,8.3421,0.2266,0,,"",,
103.228,8.5593,8.5593,8.3444,0.2149,0,,"",,
103.328,8.5517,8.5517,8.3466,0.2051,0,,"",,
103.428,8.5477,8.5477,8.3488,0.1989,0,,"",,
103.529,8.5451,8.5451,8.3509,0.1942,0,,"",,
103.629,8.5422,8.5422,8.3530,0.1892,0,,"",,
103.729,8.5325,8.5325,8.3550,0.1775,0,,"",,
103.829,8.5147,8.5147,8.3571,0.1576,0,,"",,
103.929,8.4946,8.4946,8.3591,0.1355,0,,"",,
104.029,8.4769,8.4769,8.3611,0.1158,0,,"",,
104.129,8.4634,8.4634,8.3631,0.1003,0,,"",,
104.229,8.4563,8.4563,8.3652,0.0911,0,,"",,
104.330,8.4531,8.4531,8.3674,0.0857,0,,"",,
104.430,8.4464,8.4464,8.3696,0.0768,0,,"",,
104.530,8.4361,8.4361,8.3720,0.0641,0,,"",,
104.630,8.4329,8.4329,8.3743,0.0586,0,,"",,
104.730,8.4388,8.4388,8.3768,0.0620,0,,"",,
104.830,8.4517,8.4517,8.3794,0.0723,0,,"",,
104.930,8.4727,8.4727,8.3820,0.0907,0,,"",,
105.030,8.4998,8.4998,8.3847,0.1151,0,,"",,
105.131,8.5311,8.5311,8.3875,0.1436,0,,"",,
105.231,8.5625,8.5625,8.3904,0.1721,0,,"",,
105.331,8.6045,8.6045,8.3933,0.2112,0,,"",,
105.431,8.6574,8.6574,8.3964,0.2610,0,,"",,
105.531,8.7145,8.7145,8.3995,0.3150,0,,"",,
105.631,8.7749,8.7749,8.4027,0.3722,0,,"",,
105.731,8.8377,8.8377,8.4060,0.4317,0,,"",,
105.831,8.8980,8.8980,8.4094,0.4886,0,,"",,
105.932,8.9484,8.9484,8.4129,0.5355,0,,"",,
106.032,8.9882,8.9882,8.4164,0.5718,0,,"",,
106.132,9.0320,9.0320,8.4201,0.6119,0,,"",,
106.232,9.0722,9.0722,8.4238,0.6484,0,,"",,
106.332,9.1112,9.1112,8.4276,0.6836,0,,"",,
106.432,9.1548,9.1548,8.4315,0.7233,0,,"",,
106.532,9.1978,9.1978,8.4355,0.7623,0,,"",,
106.632,9.2374,9.2374,8.4396,0.7978,0,,"",,
106.733,9.2728,9.2728,8.4438,0.8290,0,,"",,
106.833,9.3133,9.3133,8.4480,0.8653,0,,"",,
106.933,9.3534,9.3534,8.4524,0.9010,0,,"",,
107.033,9.3833,9.3833,8.4568,0.9265,0,,"",,
107.133,9.4067,9.4067,8.4613,0.9454,0,,"",,
107.233,9.4192,9.4192,8.4659,0.9533,1,0.8947,"",,
107.333,9.4193,9.4193,8.4706,0.9487,0,,"",,
107.433,9.4049,9.4049,8.4754,0.9295,0,,"",,
107.534,9.3873,9.3873,8.4802,0.9071,0,,"",,
107.634,9.3716,9.3716,8.4851,0.8865,0,,"",,
107.734,9.3543,9.3543,8.4902,0.8641,0,,"",,
107.834,9.3338,9.3338,8.4953,0.8385,0,,"",,
107.934,9.3085,9.3085,8.5004,0.8081,0,,"",,
108.034,9.2833,9.2833,8.5057,0.7776,0,,"",,
108.134,9.2479,9.2479,8.5109,0.7370,0,,"",,
108.234,9.2023,9.2023,8.5162,0.6861,0,,"",,
108.335,9.1579,9.1579,8.5216,0.6363,0,,"",,
108.435,9.1156,9.1156,8.5269,0.5887,0,,"",,
108.535,9.0761,9.0761,8.5322,0.5439,0,,"",,
108.635,9.0423,9.0423,8.5376,0.5047,0,,"",,
108.735,9.0097,9.0097,8.5429,0.4668,0,,"",,
108.835,8.9742,8.9742,8.5483,0.4259,0,,"",,
108.935,8.9301,8.9301,8.5536,0.3765,0,,"",,
109.035,8.8898,8.8898,8.5589,0.3309,0,,"",,
109.136,8.8582,8.8582,8.5642,0.2940,0,,"",,
109.236,8.8331,8.8331,8.5695,0.2636,0,,"",,
109.336,8.8045,8.8045,8.5747,0.2298,0,,"",,
109.436,8.7777,8.7777,8.5800,0.1977,0,,"",,
109.536,8.7551,8.7551,8.5852,0.1699,0,,"",,
109.636,8.7270,8.7270,8.5903,0.1367,0,,"",,
109.736,8.6976,8.6976,8.5955,0.1021,0,,"",,
109.836,8.6752,8.6752,8.6006,0.0746,0,,"",,
109.937,8.6516,8.6516,8.6056,0.0460,0,,"",,
110.037,8.6330,8.6330,8.6106,0.0224,0,,"",,
110.137,8.6278,8.6278,8.6156,0.0122,0,,"",,
110.237,8.6295,8.6295,8.6205,0.0090,0,,"",,
110.337,8.6340,8.6340,8.6254,0.0086,0,,"",,
110.437,8.6360,8.6360,8.6302,0.0058,0,,"",,
110.537,8.6349,8.6349,8.6349,0.0000,0,,"",,
110.637,8.6456,8.6456,8.6396,0.0060,0,,"",,
110.738,8.6644,8.6644,8.6442,0.0202,0,,"",,
110.838,8.6801,8.6801,8.6487,0.0314,0,,"",,
110.938,8.6975,8.6975,8.6532,0.0443,0,,"",,
111.038,8.7157,8.7157,8.6575,0.0582,0,,"",,
111.138,8.7385,8.7385,8.6618,0.0767,0,,"",,
111.238,8.7663,8.7663,8.6660,0.1003,0,,"",,
111.338,8.8089,8.8089,8.6701,0.1388,0,,"",,
111.438,8.8774,8.8774,8.6742,0.2032,0,,"",,
111.539,8.9656,8.9656,8.6781,0.2875,0,,"",,
111.639,9.0792,9.0792,8.6819,0.3973,0,,"",,
111.739,9.2132,9.2132,8.6857,0.5275,0,,"",,
111.839,9.3358,9.3358,8.6893,0.6465,0,,"",,
111.939,9.4512,9.4512,8.6928,0.7584,0,,"",,
112.039,9.5558,9.5558,8.6962,0.8596,0,,"",,
112.139,9.6516,9.6516,8.6995,0.9521,0,,"",,
112.239,9.7237,9.7237,8.7027,1.0210,0,,"",,
112.340,9.7771,9.7771,8.7058,1.0713,0,,"",,
112.440,9.8151,9.8151,8.7087,1.1064,0,,"",,
112.540,9.8313,9.8313,8.7115,1.1198,1,1.1198,"",,
112.640,9.8280,9.8280,8.7142,1.1138,0,,"",,
112.740,9.8152,9.8152,8.7168,1.0984,0,,"",,
112.840,9.7934,9.7934,8.7193,1.0741,0,,"",,
112.940,9.7603,9.7603,8.7216,1.0387,0,,"",,
113.040,9.7234,9.7234,8.7239,0.9995,0,,"",,
113.141,9.6799,9.6799,8.7261,0.9538,0,,"",,
113.241,9.6286,9.6286,8.7282,0.9004,0,,"",,
113.341,9.5731,9.5731,8.7302,0.8429,0,,"",,
113.441,9.5253,9.5253,8.7323,0.7930,0,,"",,
113.541,9.4909,9.4909,8.7343,0.7566,0,,"",,
113.641,9.4647,9.4647,8.7364,0.7283,0,,"",,
113.741,9.4444,9.4444,8.7385,0.7059,0,,"",,
113.841,9.4290,9.4290,8.7406,0.6884,0,,"",,
113.942,9.4133,9.4133,8.7428,0.6705,0,,"",,
114.042,9.3966,9.3966,8.7449,0.6517,0,,"",,
114.142,9.3813,9.3813,8.7471,0.6342,0,,"",,
114.242,9.3680,9.3680,8.7493,0.6187,0,,"",,
114.342,9.3576,9.3576,8.7515,0.6061,0,,"",,
114.442,9.3496,9.3496,8.7537,0.5959,0,,"",,
114.542,9.3379,9.3379,8.7559,0.5820,0,,"",,
114.642,9.3161,9.3161,8.7581,0.5580,0,,"",,
114.743,9.2797,9.2797,8.7603,0.5194,0,,"",,
114.843,9.2376,9.2376,8.7624,0.4752,0,,"",,
114.943,9.1948,9.1948,8.7645,0.4303,0,,"",,
115.043,9.1527,9.1527,8.7665,0.3862,0,,"",,
115.143,9.1110,9.1110,8.7685,0.3425,0,,"",,
115.243,9.0769,9.0769,8.7704,0.3065,0,,"",,
115.343,9.0444,9.0444,8.7723,0.2721,0,,"",,
115.443,9.0139,9.0139,8.7741,0.2398,0,,"",,
115.544,9.0008,9.0008,8.7759,0.2249,0,,"",,
115.644,9.0174,9.0174,8.7777,0.2397,0,,"",,
115.744,9.0686,9.0686,8.7794,0.2892,0,,"",,
115.844,9.1546,9.1546,8.7812,0.3734,0,,"",,
115.944,9.2729,9.2729,8.7829,0.4900,0,,"",,
116.044,9.3863,9.3863,8.7846,0.6017,0,,"",,
116.144,9.4905,9.4905,8.7862,0.7043,0,,"",,
116.244,9.5763,9.5763,8.7879,0.7884,0,,"",,
116.345,9.6473,9.6473,8.7896,0.8577,0,,"",,
116.445,9.7042,9.7042,8.7912,0.9130,0,,"",,
116.545,9.7440,9.7440,8.7929,0.9511,0,,"",,
116.645,9.7701,9.7701,8.7945,0.9756,0,,"",,
116.745,9.7823,9.7823,8.7962,0.9861,1,0.7613,"",,
116.845,9.7701,9.7701,8.7978,0.9723,0,,"",,
116.945,9.7303,9.7303,8.7994,0.9309,0,,"",,
117.045,9.6934,9.6934,8.8009,0.8925,0,,"",,
117.146,9.6579,9.6579,8.8024,0.8555,0,,"",,
117.246,9.6106,9.6106,8.8038,0.8068,0,,"",,
117.346,9.5592,9.5592,8.8051,0.7541,0,,"",,
117.446,9.5186,9.5186,8.8063,0.7123,0,,"",,
117.546,9.4799,9.4799,8.8072,0.6727,0,,"",,
117.646,9.4470,9.4470,8.8079,0.6391,0,,"",,
117.746,9.4366,9.4366,8.8083,0.6283,0,,"",,
117.846,9.4517,9.4517,8.8085,0.6432,0,,"",,
117.947,9.4840,9.4840,8.8084,0.6756,0,,"",,
118.047,9.5254,9.5254,8.8081,0.7173,0,,"",,
118.147,9.5773,9.5773,8.8076,0.7697,0,,"",,
118.247,9.6247,9.6247,8.8068,0.8179,0,,"",,
118.347,9.6559,9.6559,8.8058,0.8501,0,,"",,
118.447,9.6783,9.6783,8.8046,0.8737,0,,"",,
118.547,9.7019,9.7019,8.8033,0.8986,0,,"",,
118.647,9.7181,9.7181,8.8017,0.9164,0,,"",,
118.748,9.7276,9.7276,8.8001,0.9275,0,,"",,
118.848,9.7344,9.7344,8.7984,0.9360,0,,"",,
118.948,9.7344,9.7344,8.7966,0.9378,1,0.3095,"",,
119.048,9.7199,9.7199,8.7948,0.9251,0,,"",,
119.148,9.6894,9.6894,8.7929,0.8965,0,,"",,
119.248,9.6551,9.6551,8.7910,0.8641,0,,"",,
119.348,9.6236,9.6236,8.7891,0.8345,0,,"",,
119.448,9.5875,9.5875,8.7872,0.8003,0,,"",,
119.549,9.5449,9.5449,8.7853,0.7596,0,,"",,
119.649,9.5052,9.5052,8.7833,0.7219,0,,"",,
119.749,9.4633,9.4633,8.7812,0.6821,0,,"",,
119.849,9.4082,9.4082,8.7792,0.6290,0,,"",,
119.949,9.3575,9.3575,8.7771,0.5804,0,,"",,
120.049,9.3260,9.3260,8.7750,0.5510,0,,"",,
120.149,9.2936,9.2936,8.7728,0.5208,0,,"",,
120.249,9.2673,9.2673,8.7706,0.4967,0,,"",,
120.350,9.2481,9.2481,8.7684,0.4797,0,,"",,
120.450,9.2239,9.2239,8.7661,0.4578,0,,"",,
120.550,9.1908,9.1908,8.7638,0.4270,0,,"",,
120.650,9.1568,9.1568,8.7615,0.3953,0,,"",,
120.750,9.1289,9.1289,8.7591,0.3698,0,,"",,
120.850,9.1017,9.1017,8.7566,0.3451,0,,"",,
120.950,9.0696,9.0696,8.7541,0.3155,0,,"",,
121.050,9.0439,9.0439,8.7516,0.2923,0,,"",,
121.150,9.0230,9.0230,8.7490,0.2740,0,,"",,
121.251,8.9965,8.9965,8.7464,0.2501,0,,"",,
121.351,8.9663,8.9663,8.7438,0.2225,0,,"",,
121.451,8.9437,8.9437,8.7412,0.2025,0,,"",,
121.551,8.9266,8.9266,8.7387,0.1879,0,,"",,
121.651,8.9105,8.9105,8.7361,0.1744,0,,"",,
121.751,8.9013,8.9013,8.7337,0.1676,0,,"",,
121.851,8.8998,8.8998,8.7313,0.1685,0,,"",,
121.951,8.8996,8.8996,8.7290,0.1706,0,,"",,
122.052,8.9042,8.9042,8.7267,0.1775,0,,"",,
122.152,8.9223,8.9223,8.7246,0.1977,0,,"",,
122.252,8.9481,8.9481,8.7224,0.2257,0,,"",,
122.352,8.9776,8.9776,8.7204,0.2572,0,,"",,
122.452,9.0110,9.0110,8.7184,0.2926,0,,"",,
122.552,9.0401,9.0401,8.7164,0.3237,0,,"",,
122.652,9.0561,9.0561,8.7144,0.3417,0,,"",,
122.752,9.0677,9.0677,8.7125,0.3552,0,,"",,
122.853,9.0814,9.0814,8.7105,0.3709,0,,"",,
122.953,9.0920,9.0920,8.7086,0.3834,0,,"",,
123.053,9.0975,9.0975,8.7065,0.3910,0,,"",,
123.153,9.0990,9.0990,8.7045,0.3945,0,,"",,
123.253,9.0876,9.0876,8.7024,0.3852,0,,"",,
123.353,9.0652,9.0652,8.7002,0.3650,0,,"",,
123.453,9.0440,9.0440,8.6980,0.3460,0,,"",,
123.553,9.0243,9.0243,8.6957,0.3286,0,,"",,
123.654,9.0044,9.0044,8.6933,0.3111,0,,"",,
123.754,8.9841,8.9841,8.6909,0.2932,0,,"",,
123.854,8.9630,8.9630,8.6884,0.2746,0,,"",,
123.954,8.9304,8.9304,8.6858,0.2446,0,,"",,
124.054,8.8953,8.8953,8.6832,0.2121,0,,"",,
124.154,8.8646,8.8646,8.6805,0.1841,0,,"",,
124.254,8.8379,8.8379,8.6777,0.1602,0,,"",,
124.354,8.8130,8.8130,8.6749,0.1381,0,,"",,
124.455,8.7935,8.7935,8.6720,0.1215,0,,"",,
124.555,8.7745,8.7745,8.6690,0.1055,0,,"",,
124.655,8.7416,8.7416,8.6659,0.0757,0,,"",,
124.755,8.7061,8.7061,8.6627,0.0434,0,,"",,
124.855,8.6831,8.6831,8.6595,0.0236,0,,"",,
124.955,8.6644,8.6644,8.6562,0.0082,0,,"",,
125.055,8.6528,8.6528,8.6528,0.0000,0,,"",,
125.155,8.6534,8.6534,8.6493,0.0041,0,,"",,
125.256,8.6634,8.6634,8.6458,0.0176,0,,"",,
125.356,8.6748,8.6748,8.6421,0.0327,0,,"",,
125.456,8.6943,8.6943,8.6384,0.0559,0,,"",,
125.556,8.7350,8.7350,8.6346,0.1004,0,,"",,
125.656,8.7891,8.7891,8.6307,0.1584,0,,"",,
125.756,8.8565,8.8565,8.6268,0.2297,0,,"",,
125.856,8.9333,8.9333,8.6227,0.3106,0,,"",,
125.956,9.0151,9.0151,8.6186,0.3965,0,,"",,
126.057,9.0783,9.0783,8.6144,0.4639,0,,"",,
126.157,9.1344,9.1344,8.6101,0.5243,0,,"",,
126.257,9.1916,9.1916,8.6057,0.5859,0,,"",,
126.357,9.2468,9.2468,8.6012,0.6456,0,,"",,
126.457,9.2959,9.2959,8.5967,0.6992,0,,"",,
126.557,9.3349,9.3349,8.5921,0.7428,0,,"",,
126.657,9.3605,9.3605,8.5874,0.7731,0,,"",,
126.757,9.3636,9.3636,8.5826,0.7810,1,0.7810,"",,
126.858,9.3489,9.3489,8.5778,0.7711,0,,"",,
126.958,9.3331,9.3331,8.5729,0.7602,0,,"",,
127.058,9.3194,9.3194,8.5679,0.7515,0,,"",,
127.158,9.3046,9.3046,8.5628,0.7418,0,,"",,
127.258,9.2876,9.2876,8.5577,0.7299,0,,"",,
127.358,9.2653,9.2653,8.5526,0.7127,0,,"",,
127.458,9.2353,9.2353,8.5474,0.6879,0,,"",,
127.558,9.1949,9.1949,8.5422,0.6527,0,,"",,
127.659,9.1578,9.1578,8.5370,0.6208,0,,"",,
127.759,9.1307,9.1307,8.5319,0.5988,0,,"",,
127.859,9.1106,9.1106,8.5269,0.5837,0,,"",,
127.959,9.0951,9.0951,8.5220,0.5731,0,,"",,
128.059,9.0855,9.0855,8.5173,0.5682,0,,"",,
128.159,9.0802,9.0802,8.5127,0.5675,0,,"",,
128.259,9.0780,9.0780,8.5083,0.5697,0,,"",,
128.359,9.0902,9.0902,8.5039,0.5863,0,,"",,
128.460,9.1287,9.1287,8.4997,0.6290,0,,"",,
128.560,9.1894,9.1894,8.4957,0.6937,0,,"",,
128.660,9.2633,9.2633,8.4918,0.7715,0,,"",,
128.760,9.3475,9.3475,8.4880,0.8595,0,,"",,
128.860,9.4242,9.4242,8.4843,0.9399,0,,"",,
128.960,9.4791,9.4791,8.4808,0.9983,0,,"",,
129.060,9.5123,9.5123,8.4775,1.0348,0,,"",,
129.160,9.5410,9.5410,8.4742,1.0668,0,,"",,
129.261,9.5590,9.5590,8.4711,1.0879,0,,"",,
129.361,9.5635,9.5635,8.4682,1.0953,1,0.5278,"",,
129.461,9.5575,9.5575,8.4654,1.0921,0,,"",,
129.561,9.5404,9.5404,8.4627,1.0777,0,,"",,
129.661,9.5026,9.5026,8.4602,1.0424,0,,"",,
129.761,9.4513,9.4513,8.4579,0.9934,0,,"",,
129.861,9.4032,9.4032,8.4556,0.9476,0,,"",,
129.961,9.3548,9.3548,8.4536,0.9012,0,,"",,
130.062,9.3093,9.3093,8.4516,0.8577,0,,"",,
130.162,9.2649,9.2649,8.4498,0.8151,0,,"",,
130.262,9.2204,9.2204,8.4482,0.7722,0,,"",,
130.362,9.1675,9.1675,8.4467,0.7208,0,,"",,
130.462,9.1103,9.1103,8.4454,0.6649,0,,"",,
130.562,9.0575,9.0575,8.4442,0.6133,0,,"",,
130.662,9.0192,9.0192,8.4432,0.5760,0,,"",,
130.762,8.9856,8.9856,8.4423,0.5433,0,,"",,
130.863,8.9569,8.9569,8.4416,0.5153,0,,"",,
130.963,8.9316,8.9316,8.4410,0.4906,0,,"",,
131.063,8.9075,8.9075,8.4406,0.4669,0,,"",,
131.163,8.8755,8.8755,8.4403,0.4352,0,,"",,
131.263,8.8432,8.8432,8.4402,0.4030,0,,"",,
131.363,8.8166,8.8166,8.4402,0.3764,0,,"",,
131.463,8.7945,8.7945,8.4403,0.3542,0,,"",,
131.563,8.7748,8.7748,8.4406,0.3342,0,,"",,
131.664,8.7573,8.7573,8.4408,0.3165,0,,"",,
131.764,8.7406,8.7406,8.4410,0.2996,0,,"",,
131.864,8.7182,8.7182,8.4411,0.2771,0,,"",,
131.964,8.6877,8.6877,8.4410,0.2467,0,,"",,
132.064,8.6624,8.6624,8.4407,0.2217,0,,"",,
132.164,8.6416,8.6416,8.4401,0.2015,0,,"",,
132.264,8.6235,8.6235,8.4393,0.1842,0,,"",,
132.364,8.6093,8.6093,8.4383,0.1710,0,,"",,
132.465,8.5971,8.5971,8.4371,0.1600,0,,"",,
132.565,8.5824,8.5824,8.4356,0.1468,0,,"",,
132.665,8.5632,8.5632,8.4339,0.1293,0,,"",,
132.765,8.5430,8.5430,8.4319,0.1111,0,,"",,
132.865,8.5286,8.5286,8.4297,0.0989,0,,"",,
132.965,8.5188,8.5188,8.4273,0.0915,0,,"",,
133.065,8.5110,8.5110,8.4247,0.0863,0,,"",,
133.165,8.5035,8.5035,8.4218,0.0817,0,,"",,
133.266,8.4968,8.4968,8.4187,0.0781,0,,"",,
133.366,8.4869,8.4869,8.4154,0.0715,0,,"",,
133.466,8.4701,8.4701,8.4118,0.0583,0,,"",,
133.566,8.4534,8.4534,8.4080,0.0454,0,,"",,
133.666,8.4463,8.4463,8.4040,0.0423,0,,"",,
133.766,8.4449,8.4449,8.3997,0.0452,0,,"",,
133.866,8.4478,8.4478,8.3952,0.0526,0,,"",,
133.966,8.4581,8.4581,8.3905,0.0676,0,,"",,
